ticker,name
smthejo.ns,smthejo.ns
smveto.ns,smveto.ns
snowcemind.bo,snowcem india ltd.
snstextil.bo,sns textiles ltd.
sunsoui.bo,sun source (india) ltd
somatex.bo,soma textiles & industries limited
solidston.bo,solid stone company limited
solarinds.ns,solar industries india limited
softech.bo,softech infinium solutions limited
infodrive.bo,info-drive software ltd.
infinite.ns,infinite computer solutions (india) limited
calsoft-be.ns,california software co lt
taksheel.bo,taksheel solutions ltd.
towasok.bo,towa sokki ltd.
compusoft.bo,compucom software ltd.
tanla-eq.ns,tanla solutions limited
telesys.bo,telesys software ltd.
softtechgr-be.ns,softtechgrnpp070100
teledatait.bo,teledata technology solutions
calsoft.bo,california software co.ltd.
softtechgr-eq.ns,software tech gp inr10
b2bsoft.bo,b2b software technologies ltd.
compusoft.ns,compucom software limited
wepsoln.bo,wep solutions ltd.
somatex-be.ns,soma textile inustries lt
sofcom.bo,sofcom systems limited
intelsoft.bo,integra telecommunication & so
somatex-eq.ns,soma textile & ind inr10
solidco.bo,solid containers ltd.
indinfo.bo,indian infotech & software ltd.
suranasol.bo,surana solar ltd.
teledatai.ns,teledatai.ns
cauversoft.bo,cauvery software engineering s
suranasol-eq.ns,surana solar ltd inr5
aurionpro.bo,aurionpro solutions limited
softsolbbph.bo,softsol ind*
compusoft-eq.ns,compucom software limited
sobha.bo,sobha limited
maarsoftw.bo,maars software international l
unish.bo,unisys softwares & holdings industries limited
sonal.bo,sonal mercantile limited
prithvi-bz.ns,prithvi info. soln. ltd.
supsoxl.bo,superior sox ltd.
aurumsoft.bo,aurum soft systems limited
prithvi.bo,prithvi information solutions limited
washisof.bo,washington softwares ltd.
valuemar.bo,valuemart retail solutions ltd
calsoft.ns,california software company limited
sobha.ns,sobha limited
soundcraft.bo,soundcraft.bo
aurionpro.ns,aurionpro solutions limited
prithvisof.bo,prithvi exchange(india) ltd
softtechgr.bo,software technology group inte
spanco.bo,spanco ltd
take.bo,take solutions ltd.
prithviso.ns,prithvi softech limited
usgtech.bo,usg tech solutions ltd.
terasoft.bo,tera software ltd.
8kmiles.ns,8k miles software services limited
sourceind.bo,source industries (india) ltd.
sobha-eq.ns,sobha limited
sonatsoftw-eq.ns,sonata software inr1
sthinpa.bo,the south india paper mills limited
somatex.ns,soma textiles & industries limited
spsint.bo,sps international ltd.
splil.bo,spl industries ltd
suryajyoti-eq.ns,suryajyoti spg mil inr10
spmlinfra.ns,spml infra limited
milkspl.bo,milk specialities ltd.
spltechno.bo,spl technochem ltd.
spentex.ns,spentex industries limited
unitdspr.bo,united spirits limited
spicembbph.bo,spicembbph
speciality.ns,speciality restaurants limited
sparcsys.bo,sparc systems ltd.
spentex.bo,spentex industries limited
splil.ns,spl industries limited
samspin.bo,samrat spinners ltd.
vssl.ns,vardhman special steels limited
vertexspg.bo,vertex spinning limited
spenta.bo,spenta international limited
specmkt.bo,specular marketing & financing
sql.bo,sql star international ltd.
sqlst6.bo,sqlst6.bo
sqsbfsi.bo,sqsbfsi
srf.ns,srf limited
srecr.bo,sreechem resins ltd.
srichamun.ns,srichamun.ns
srsreal.bo,srs real infrastructure ltd.
srk.bo,s r k industries ltd.
sreel.ns,sreeleathers limited
srimspg.bo,sri malini s
srivasav.bo,sri vasavi industries ltd.
sreel2.bo,sreel2.bo
srl.bo,samruddhi realty ltd.
srf.bo,srf ltd.
srsltd.bo,srs ltd.
srfbbph.bo,srf limited*
sreinfra6.bo,sreinfra6.bo
srginfotec-eq.ns,pan india corp inr10
srivajra.bo,sri vajra granites limited
sreinfra.ns,srei infrastructure finance limited
srind.bo,s r industries limited
sreel-eq.ns,sreeleathers ltd inr10
srsfin.bo,srs finance ltd
sreel.bo,sreeleathers ltd.
tvssrichak.ns,tvs srichakra
srmenergy.bo,srm energy ltd
srystlt.bo,sriyansh steel ltd.
tvssrichak.bo,tvs srichakra
srinf51.bo,srei interna
srginfotec-be.ns,srginfotech (india) ltd.
srsltd.ns,srs limited
srdl.bo,sunstar realty development ltd
srhsynt.bo,srh synthetics ltd.
ssk.bo,ssk lifestyles limited
sslt.ns,vedanta limited
sspdl.bo,sspdl ltd
sslt-eq.ns,sslt-eq.ns
ssind-b1.bo,s&s industries & enterprises l
strtech.ns,sterlite technologies limited
stovacq.bo,stovec industries
starlog.bo,starlog enterprises limited
swetast.bo,sweatamber steel ltd.
stertools.bo,sterling tools ltd.
stindia-be.ns,sti india ltd
strtech.bo,sterlite technologies limited
tatasteel.bo,tata steel ltd.
stindia.ns,sti india limited
stcorp.bo,s & t corporation limited
stan-dr.ns,standard chart plc idr each rep
stripmt.bo,steel strips ltd.
stellar.bo,stellar capital services ltd
stdbat.bo,standard batteries ltd.
stindia.bo,sti india ltd.
sterspn.bo,sterling spinners ltd.
stindia-eq.ns,sti india inr10
visasteel.bo,visa steel ltd.
steelcas.bo,steelcast ltd
stelcost.bo,stelco strips ltd.
stocknet.bo,stocknet international ltd.
vishwast.bo,vishwas steels ltd.
starlite.bo,starlite components ltd.
visasteel.ns,visa steel limited
tirusta.bo,tirupati starch & chemicals ltd.
stserv.bo,s.t. services limited
stertools.ns,sterling tools limited
inertiast.bo,inertia steel ltd.
stel-be.ns,stel holdings ltd inr10
sterweb.bo,sterling webnet ltd.
malhost.bo,malhotra steel industries ltd.
strtech-eq.ns,sterlite technologies limited
stan.bo,standard chartered plc
prakashstl-eq.ns,prakash steelage limited
stigran.bo,sti granite india ltd.
stel.bo,stel holdings limited
stotzbl.bo,stotz-blacksmiths ltd.
stardelta.bo,star delta transformers limite
step2cor.bo,step two corporation limited
stertools-eq.ns,sterling tools limited
stel.ns,stel holdings limited
stampede.bo,stampede capital limited
stdsfac.bo,standard surfactants ltd.
strgrenwo.bo,sterling green woods limited
starcom.bo,starcom information technology
suncity.bo,suncity industries ltd.
sudtind-b.bo,suditi industries ltd.
sudai.bo,sudal industries limited
sumeetinds.bo,sumeet industries ltd.
supremeinf.ns,supreme infrastructure india limited
sumeruind.bo,sumeru industries ltd.
suzlon.ns,suzlon energy limited
sunteck.ns,sunteck realty limited
sumeetinds.ns,sumeet industries limited.
sunclayltd.ns,sundaram-clayton limited
surajhld.bo,suraj holdings ltd.
suprajit-eq.ns,suprajit engineering limited
suchitra.bo,suchitra finance & trading com
suryopla.bo,suryodaya plastics ltd.
sujala.bo,sujala trading & holding ltd.
summitsec.bo,summit securities ltd.
suprajit.ns,suprajit engineering limited
sundaram-be.ns,sundaram-be.ns
surbhin.bo,surbhi industries ltd.
subex.bo,subex ltd.
superhouse.ns,superhouse limited
summitsec.ns,summit securities limited
sujanatwr.bo,sujana towers limited
sunku.bo,sunku.bo
mawanasug.ns,mawana sugars limited
sudar.ns,sudar industries limited
supremeind.ns,the supreme industries limited
indsucr.bo,indian sucrose ltd.
suryaindia.bo,surya india limited
sunlake.bo,sunlake resorts & hotels ltd.
surindl.bo,surya industrial corporation l
surajltd.bo,suraj ltd.
sulaben.bo,sulabh engineers & services lt
surjind.bo,suraj industries ltd.
suchtrd.bo,suchak trading ltd.
suranaind.bo,surana industries ltd.
sunfi.bo,sunflex finance & investments
suprajit.bo,suprajit engineering ltd.
sujanatwr6.bo,sujanatwr6.bo
superhouse-eq.ns,superhouse ltd inr10
superspin.ns,super spinning mills limited
suryalaxmi.ns,suryalakshmi cotton mills limited
sudar-be.ns,sudar industries l inr10
suranaind-be.ns,surana industries inr10
uttamsugar.ns,uttam sugar mills limited
supremetex.ns,supreme tex mart limited
indsuga.bo,india sugars & refineries ltd.
suryajyoti.bo,suryajyoti spinning mills ltd.
sunrinv.bo,sunrise industrial traders ltd
sujanatwr.ns,neueon towers limited
suninfo.bo,sun infoways ltd.
suraj.bo,suraj products ltd.
uttamsugar-eq.ns,uttam sugar mills inr10
subros.bo,subros
supertex.bo,supertex industries ltd.
superspin-eq.ns,super spinning inr1
ugarsugar-be.ns,ugar sugar works inr1
superbak.bo,super bakers (india) ltd.
sudarschem.bo,sudarshan chemical industries
swasurf.bo,swastik surfactants ltd.
sundarmfin-eq.ns,sundaram finance limited
wb3rg-mf.ns,sundarmamc - wb3rg
ugarsugar.bo,ugar sugar works ltd.
sujanauni.bo,sujana universal industries lt
suranacorp.bo,surana corporation ltd.
supremetex-be.ns,supreme tex mart inr5
suranacorp.ns,surana corporation limited
suryalaxmi.bo,suryalakshmi cotton mills ltd.
mangalw.bo,mangalwedha sun-soya ltd.
sundrmbrak.bo,sundaram brake linings ltd.
prudmouli.bo,prudential sugar corporation l
superspin.bo,super spinning mills ltd.
sujanatwr-eq.ns,neueon towers ltd
suncitysy.bo,suncity synthetics ltd.
suryamark.bo,surya marketing ltd
sudar.bo,sudar industries ltd.
sunshiel.bo,sunshield chemicals ltd.
swsurfc.bo,sw surfactnt
subhtex.bo,subh tex (india) ltd
sungold.bo,sungold capital ltd.
surchin.bo,surabhi chemicals and investments ltd.
sakhtisug-eq.ns,sakthi sugars limited
venusug.bo,venus sugar ltd.
suratex.bo,surat textile mills limited
sunclayltd.bo,sundaram-clayton ltd.
sakhtisug.bo,sakthi sugars ltd.
superhouse.bo,superhouse ltd.
supersyn.bo,super syncotex (india) ltd.
parrysugar-eq.ns,parrys sugar indus inr10
parrysugar.ns,parrys sugar industries limited
suniltx.bo,sunil industries limited
svcsupe.bo,svc superchem limited
subex.ns,subex limited
subex-eq.ns,subex limited
sumeetinds-eq.ns,sumeet industries inr10
supremeinf.bo,supreme infrastructure india ltd
supratre.bo,supra trends limited
suryvansp.bo,suryavanshi spinning mills limited
svamsof.bo,svam software ltd.
svaindia.bo,sva india ltd.
integsw.bo,integra switchgear ltd.
swastika.bo,swastika investmart limited
swagtam.bo,swagatam trading & services li
swrnase.bo,swarna securities limited
sw1.bo,sw investments ltd
swordedge.bo,sword-edge commercials limited
swanenergy.ns,swan energy limited
swagruha.bo,swagruha infrastructure ltd.
swanenergy.bo,swan energy ltd.
veto-sm.ns,veto switchgears a inr10
swelectes.ns,swelect energy systems limited
syngene-eq.ns,syngene internatio inr10
symbiox.bo,symbiox investment & trading c
tecpro-be.ns,tecpro systems ltd inr10
syngene.ns,syngene international limited
sagarsyst.bo,sagar systech ltd.
infronics.bo,infronics systems ltd
tecpro-eq.ns,tecpro systems limited
tecpro.bo,tecpro systems ltd.
banswras.ns,banswara syntex limited
sonusyn.bo,sonu synthetics ltd.
systmtxc.bo,systematix corporate services limited
syndibank-eq.ns,syndicate bank
tecpro-bz.ns,tecpro systems ltd
praeng.ns,prajay engineers syndicate limited
sytixse.bo,systematix securities ltd.
syndibank.bo,syndicate bank
syngene.bo,syngene international limited
maestrom.bo,maestros mediline systems ltd
systelin.bo,systel infotech ltd.
vedavaag.bo,vedavaag systems ltd.
sybly.bo,sybly industries ltd.
sparc.bo,sparc systems ltd.
syndibank.ns,syndicate bank
lippisys.bo,lippi systems ltd.
prwolen.bo,prakash woollen & synthetic mills limited
designau.bo,design auto systems ltd.
adhusyn.bo,adhunik synthetics ltd.
symphony-eq.ns,symphony limited
synergy.bo,synergy cosmetics (exim) ltd.
webelsolar.bo,websol energy system ltd.
webelsolar-eq.ns,websol energy syst inr10
sylph.bo,sylph technologies ltd.
synthchem.bo,synthetics & chemicals ltd.
envclen.bo,enviro-clean systems ltd.
praeng.bo,prajay engineers syndicate ltd
talbroauto.ns,talbros automotive components limited
tamrmil.bo,tamarai mills ltd.
tarapur.bo,tarapur transformers ltd
tatametali.ns,tata metaliks limited
tarmat.ns,tarmat limited
taazaint.bo,taaza international ltd
tavernier.bo,tavernier resources limi
ttml.bo,tata teleservices (maharashtra) limited
talbroauto.bo,talbros automotive components
tantiacons-eq.ns,tantia constructions limited
talbroauto-eq.ns,talbros auto inr10
tntele.ns,tamilnadu telecommunications limited
tatamotors.bo,tata motors limited
tamboli.bo,tamboli capital limited
tcs6.bo,tcs6.bo
taiind.bo,tai industries limited
tatacoffee.bo,tata coffee ltd.
tarini.bo,tarini international ltd
ttml-eq.ns,tata teleservices (maharashtra)
tatainvest.bo,tata investment corporation ltd.
tanfacind.bo,tanfac industries ltd.
tatainvest.ns,tata investment corporation limited
tantiacons.ns,tantia constructions limited
tantiacon.ns,tantia constructions limited
tatacomm.bo,tata communications limited
taparia.bo,taparia tools ltd.
tatacoffee.ns,tata coffee limited
tnstltu.bo,tamilnadu steel tubes ltd.
tatainvest-eq.ns,tata investment corporation lim
tarmat.bo,tarmat ltd.
tarang.bo,tarang projects & consultant l
tanla.ns,tanla solutions limited
tarapur.ns,tarapur transformers limited
tcidevelop.bo,tci developers ltd.
tcpltd.ns,tcp limited
tciind.bo,tci industries ltd.
tcpltd-be.ns,tcpltd-be.ns
tcifinance-eq.ns,tci finance ltd inr10
tcidevelop-eq.ns,tci developers ltd inr10
indotech.bo,indo tech transformers limited
enktexfood.bo,enkay texfoods industries ltd.
teamlease.ns,teamlease services limited
teatime.bo,tea time ltd.
terai.bo,terai tea company limited
spancopp.bo,spanc telesy
balajitele.bo,balaji telefilms ltd.
balatecin.bo,bala techno industries limited .
texpi.bo,texplast industries ltd.
terryfb.bo,terryfab (india) ltd.
techin.bo,techin
castextech-eq.ns,castex technologie inr2
indovation.bo,indovation technologies ltd.
intentech.bo,intense technologies ltd.
santetx.bo,sanrhea technical textiles ltd
terruzzi.bo,terruzzi
tiil.ns,technocraft industries (india) limited
ventura.bo,ventura textiles ltd.
timetechno.bo,time technoplast ltd.
vtl-eq.ns,vardhman textiles limited
veenatx.bo,veena textiles ltd.
techcon.bo,technojet consultants ltd.
tfsl.bo,typhoon financial services lim
tfl.ns,transwarranty finance limited
tfl.bo,transwarranty finance limited
tfl-eq.ns,transwarranty fina inr10
thomascook6.bo,thomascook6.bo
thaparc.bo,thapar concast ltd.
thomascook-eq.ns,thomas cook (india) limited
indothai.ns,indo thai securities limited
ti.bo,tilaknagar industries ltd.
timetechno.ns,time technoplast limited
til.ns,til limited
til-eq.ns,til limited
timken.ns,timken india limited
tiil-eq.ns,technocraft industries (india)
tipsindltd.bo,tips industries ltd.
tirin.bo,tirupati industries (india) limited
tvolcon.bo,tivoli construction ltd.
tirtpls.bo,tirth plastic ltd.
timbor.bo,timbor home ltd.
tipsindltd.ns,tips industries limited
tirufin.bo,tirupati fincorp limited
tilakfin.bo,tilakfin.bo
ttil.bo,tirupati tyres ltd.
timbor.ns,timbor home limited
tirupatiink.bo,tirupati inks ltd.
trpatfb.bo,tirupati fibres & industries l
til.bo,til limited
mangtimber-eq.ns,mangalam timber inr10
timbor-be.ns,timbor home ltd inr10
titan6.bo,titan6.bo
timken.bo,timken india limited
titan.bo,titan company limited
titansec.bo,titan securities limited
timetechno6.bo,timetechno6.bo
timken-eq.ns,timken india limited
tipsbbph.bo,tips indust
tipsindltd-eq.ns,tips industries limited
timexps.bo,timex ncrps
twl.ns,titagarh wagons limited
tinnafn.bo,tinna finex ltd.
titan-il.ns,titan company limited
tiil.bo,technocraft industries (india) ltd.
vsttillers-eq.ns,vst tillers tract inr10
tmtind-b1.bo,tmt (india) ltd.
todays-be.ns,today's writing products
tokyoplast-eq.ns,tokyo plast intl inr10
mivenmach.bo,miven machine tools ltd
toptele.bo,top telemedia ltd.
totex.bo,total hospitality limited
torrcabs.bo,torrcabs.bo
tokyoplast.bo,tokyo plast international ltd.
tridetool.bo,trident tools ltd.
tokyoplast.ns,tokyo plast international limited
tproject.bo,thirani projects ltd
tplplasteh-eq.ns,tpl plastech ltd. inr10
tpindia.bo,tpi india ltd.
tplplasteh.ns,tpl plastech ltd. inr10
transchem.bo,transchem ltd.
trivenient.bo,triveni enterprises ltd
brindhl.bo,brindaban holdings & trading l
triumpin.bo,triumph international finance
trigyn.bo,trigyn technologies ltd.
trillent.bo,trillenium technologies ltd.
transpek.bo,transpek industry limited
enbetrd.bo,enbee trade & finance ltd.
tricom.ns,tricom india limited
tradwin.bo,trade wings limited
tritrade.bo,trinity tradelink limited
transrin.bo,transtream india.com ltd.
devitrd.bo,devinsu trading ltd.
sanctrn.bo,sanco trans ltd.
truptwi.bo,trupti twisters ltd.
tril.ns,transformers & rectifiers (india) limited
prectra.bo,precious trading & investments
transfin.bo,trans financial resources limited
triveni.ns,triveni engineering & industries limited
tricom-be.ns,tricom india ltd inr2
merctrd.bo,mercury trade links ltd.
gromotrade.bo,gromo trade & consultancy ltd.
triveni.bo,triveni engineering & industri
regtrus.bo,regency trust ltd.
visjytr.bo,vishvjyoti trading ltd.
trigyn-eq.ns,trigyn technologie inr10
mack.bo,mack trading co.ltd.
trinethra.bo,trinethra infra ventures ltd.
triturbine.bo,triveni turbine ltd.
mastertr.bo,master trust limited
tril.bo,transformers & rectifiers (india) limited
ttient.bo,tti enterprise ltd
ttkprestig.bo,ttk prestige ltd.
ttl-eq.ns,tt ltd inr10
ttl.bo,tt limited
ttl.ns,t.t. limited
tulip-bz.ns,tulip telecom limited
turbo.bo,turbotech engineering ltd.
triturbine.ns,triveni turbine limited
tulipsta.bo,tulip star hotels ltd
tunitex.bo,tuni textile mills ltd.
tulip.bo,tulip telecom limited
typhoon.bo,typhoon holdings ltd.
ubeindl.bo,ube industries ltd.
ubl.bo,united breweries ltd.
ubengg-bz.ns,ub engineering ltd
ubengg.bo,ub engineering ltd.
ubholdings-eq.ns,united breweries (holdings) lim
ubholdings6.bo,ubholdings6.bo
ucobank.ns,uco bank
ucobank4.bo,ucobank4.bo
ucobank.bo,uco bank
priyank.bo,priyanka udyog ltd.
bagalkot.bo,bagalkot udyog ltd.
uflex.bo,uflex limited
uflex-eq.ns,uflex limited
ufmindl.bo,ufm industries ltd.
uflex6.bo,uflex6.bo
ughor.bo,u g hotels & resorts ltd.
ujaas-eq.ns,ujaas energy ltd inr1
ujaas.bo,ujaas energy limited
ujaas.ns,ujaas energy ltd.
ultracab.bo,ultracab (india) limited
umiya.bo,umiya tubes limited
unoindl.bo,unno industries ltd.
unitint.bo,unitech international ltd
unitedint.bo,united interactive ltd.
carboruniv-eq.ns,carborundum universal limited
unijoll.bo,unijolly investments co.ltd.
uniroyal.bo,uniroyal industries limited
univcables.bo,universal cables ltd.
unity.bo,unity infraprojects limited
univcables6.bo,univcables6.bo
uniphos.bo,uniphos enterprises ltd.
unity.ns,unity infraprojects limited
uniply.bo,uniply industries ltd.
venusuni.bo,venus universal ltd
unimerq.bo,unimers india ltd.
uniply-eq.ns,uniply industries inr10
uniport.bo,uniport computers ltd.
uvdrhor.bo,united van der horst ltd.
uniminin.bo,unimin india limited
carboruniv6.bo,carboruniv6.bo
unitech.bo,unitech ltd.
carboruniv.ns,carborundum universal limited
univcables.ns,universal cables limited
mayuruniq.ns,mayur uniquoters limited
uniwortht.bo,uniworth textiles ltd.
uniwsec.bo,uniworth securities ltd.
unitech-eq.ns,unitech limited
unishire.bo,unishire urban infra ltd
uniin.bo,uniworth international ltd.
uniworth.bo,uniworth ltd.
uniauto.bo,universal autofoundry limited
upl.bo,upl limited
uphot.bo,up hotels ltd.
uplimec.bo,u.p.lime-chem ltd.
upl-eq.ns,upl limited inr2
urrap19p10-mf.ns,uti asset manageme fti xix x 10
ushamart.bo,usha martin ltd.
utlinds.bo,utl industries limited
utiniftetf-eq.ns,uti mutual fund uti nifty etf
utisensetf-eq.ns,uti mutual fund uti- sensex etf
vtl.ns,vardhman textiles limited
vtl.bo,vardhman textiles ltd.
vardhman.bo,vardhman concrete limited
vakrangee-eq.ns,vakrangee ltd inr1
vanastex.bo,vanasthali textile industries
vasconeq-eq.ns,vascon engineers limited
vakrangee.ns,vakrangee limited
val.bo,vaksons automobiles limited
vapippr.bo,vapi enterprise limited
valiant.bo,valiant communications limited
vasinfra.bo,vas infrastructure limited
vaswani-be.ns,vaswani industries ltd inr10
varun.bo,varun industries limited
wabag.bo,va tech wabag ltd.
varun-bz.ns,varun indus. ltd.
valueind.bo,value industries ltd.
vantech-b.bo,vantech industry ltd.
valcombbph.bo,valiantcom*
vaswani.bo,vaswani industries ltd.
vatco.bo,vatsa corporations ltd.
vadilalind.bo,vadilal industries ltd.
valsonq.bo,valson industries ltd.
vadilent.bo,vadilal enterprises ltd
valechaeng.bo,valecha engineering ltd.
vajrabe.bo,vajra bearings ltd.
wabag.ns,va tech wabag limited
vanicom.bo,vani commercials limited
vaarad.bo,vaarad ventures ltd
vakrangee.bo,vakrangee limited
valley.bo,valley magnesite company limit
mihijam.bo,mihijam vanaspati ltd.
vhl.bo,vardhman holdings ltd.
valueind.ns,value industries limited
vallabhsq.bo,vallabh steels limited
vbind.bo,v b industries limited
vckcap.bo,vck capital market services limited
vertex.bo,vertex securities limited
veerhealth.bo,veerhealth care limited
innovent.bo,innoventive venture ltd.
venusrem.ns,venus remedies limited
velho.bo,velan hotels ltd
spectacle.bo,spectacle ventures limited
indiaco.bo,indiaco ventures ltd
verticlind.bo,vertical industries ltd
vegetable.bo,vegetable products limited.
venkys.bo,venky's (india) limited
intellcap.bo,intellivate capital ventures ltd
vedl.bo,vedanta limited
reliabven.bo,reliable ventures india ltd.
frution.bo,fruition venture ltd
veritas.bo,veritas (india) ltd.
spectacle-be.ns,spec ventures ltd inr1
venusrem.bo,venus remedies ltd.
venkeys.ns,venky's (india) limited
vedl-eq.ns,vedanta limited inr1
krishna.bo,krishna ventures limited
venusrem-eq.ns,venus remedies limited
vedl.ns,vedanta limited
veljan.bo,veljan denison limited
magnum-eq.ns,magnum ventures lt inr10
vfl.bo,viji finance ltd
vguard.ns,v-guard industries limited
vintron.bo,vintron informatics ltd
vipind.bo,vip industries limited
victent.bo,victoria enterprises ltd.
viswvis.bo,vishva vishal engineering ltd.
viceroy.bo,viceroy hotels ltd.
virnichiq.bo,virinchi limited
vishchr.bo,vishal chairs ltd.
vikalps.bo,vikalp securities limited
viseshinfo.ns,mps infotecnics limited
visuintl.bo,ed & tech international limited
vijayabank4.bo,vijayabank4.bo
vijaytx.bo,vijay textiles ltd.
marviny.bo,marvel vinyls ltd.
vitalcomm.bo,vital communications ltd.
vishnu.bo,vishnu chemicals limited
vishnu-eq.ns,vishnu chemicals l inr10
virtind.bo,virtual industries ltd.
vipul.ns,vipul limited
visionco.bo,vision corporation ltd.
virinchi.bo,virinchi limited
viseshinfo-eq.ns,visesh infotecnics inr1
vindhyatel.ns,vindhya telelinks limited
vipul.bo,vipul ltd
vijayabank6.bo,vijayabank6.bo
visakaind.bo,visaka industries ltd.
vindhyatel-eq.ns,vindhya telelinks limited
indagevin.bo,indage vintners ltd.
vinylindia-eq.ns,vinyl chemicals(in inr1
vikshen.bo,viksit engineering ltd.
viceroy.ns,viceroy hotels limited
vitachm-b.bo,vitara chemicals ltd.
vijayabank-eq.ns,vijaya bank inr10
virat.bo,virat industries ltd
vishwafin.bo,vishwamitra financial services
videoind.bo,videocon industries ltd.
vijayabank.bo,vijaya bank ltd.
vishpap.bo,vishal papertech (india) ltd.
vishalbl.bo,vishal bearings limited
vinsfrj.bo,vinsari fruitech ltd.
vishnu.ns,vishnu chemicals limited
visagar.bo,visagar financial services ltd
vipulltd.ns,vipul ltd inr1
vidli.bo,vidli restaurants limited
vijayabank.ns,vijaya bank
visuintl-be.ns,visu international inr10
vkspl-eq.ns,vks projects ltd inr1
vkspl.bo,vks projects ltd.
vkal.bo,vantage knowledge academy limi
vlsfinance-eq.ns,vls fin ltd india inr10
vlsfinance.bo,vls finance ltd.
vmart-il.ns,v-mart retail limited
vmv.bo,vmv holidays limited
vmart-eq.ns,v-mart retail ltd inr10
vmart.bo,v-mart retail ltd.
voltamp-eq.ns,voltamp transformers limited
voltamp.bo,voltamp transformers limited
volplast.bo,volplast ltd.
voltm.bo,volant textile mills limited
vrwodar.bo,vr woodart ltd.
vsttillers.bo,v.s.t.tillers tractors ltd.
vsdconf.bo,vsd confin ltd.
vtmltd.ns,vtm limted
vtxind.bo,vtx industries limited
vtmltd.bo,vtm ltd.
walchannag.bo,walchandnagar industries ltd.
wabcoindia-eq.ns,wabco india limited
walchannag-eq.ns,walchandnagar industries limite
wanbury-be.ns,wanbury ltd inr10
walchannag.ns,walchandnagar industries limited
watssoft.bo,watson software ltd.
warrentea.bo,warren tea ltd.
welproj.ns,welspun enterprise inr10
grauweil.bo,grauer & weil (india) ltd.
welcorp.ns,welspun corp limited
wealth-sm.ns,wealth first portf inr10
westlife.bo,westlife development ltd.
welcorp.bo,welspun corp limited
wellesley.bo,wellesley corporation ltd.
weblcom.bo,webel communication industries
weizmanind.ns,weizmann limited
webelse.bo,webel sen capacitors ltd.
wellwinind.bo,wellwin industry ltd.
wlpackp.bo,well pack papers & containers
wendt.bo,wendt (india) limited
wminimt.bo,western ministil ltd.
welent-eq.ns,welspun enterprise inr10
werternin.bo,western industries ltd.
grwesin.bo,great western industries ltd.
wheels.ns,wheels india limited
inoxwind-eq.ns,inox india limited inr10
indwire-b.bo,indore wire co.ltd.
willard.bo,willard india ltd.
precwire.ns,precision wires india ltd.
inoxwind.ns,inox wind limited
windmachin.ns,windsor machines limited
willimfi.bo,williamson financial services limited
compudyne.bo,compudyne winfosystems ltd.
windmachin.bo,windsor machines ltd.
wilfi.bo,wilwayfort india ltd.
wipro6.bo,wipro6.bo
woodsvila.bo,woodsvilla ltd.
wockpharma.bo,wockhardt ltd.
krishnaeng-eq.ns,krishna engineering works ltd.
wonderla-eq.ns,wonderla holidays inr10
worth.bo,worth investment & trading co
wsi.ns,ws industries (india)
wsind.bo,ws industries (india)
adanitrans-eq.ns,adani transmiss.in inr1
adcon.bo,adcon capital services limited
adcindia.bo,adc india communications limit
adi.ns,adi finechem ltd inr10
advanihotr.bo,advani hotels & resorts (india
aundeind.bo,aunde india limited
aurocok.bo,auroma coke ltd.
austral.ns,greenearth resources & projects limited
ausoment.bo,ausom enterprise ltd
austengbbph.bo,austin engg*
austral.bo,greenearth resources and projects ltd
austeng.bo,austin engineering company limited
ausoment.ns,ausom enterprise limited
autoind.bo,autoline industries limited
compeau.bo,competent automobiles company limited
majesaut.bo,majestic auto ltd.
autopal.bo,autopal industries limited
sapl.bo,sar auto products limited
bajaj-auto.bo,bajaj auto ltd.
autoridfin.bo,autoriders finance ltd.
autoind.ns,autoline industries limited
honaut.bo,honeywell automation india ltd
honaut.ns,honeywell automation india limited
setco.bo,setco automotive limited
autolitind-eq.ns,autolite (india) limited
bafeg.bo,baffin engineering projects lt
bajajhldng.bo,bajaj holdings & investment lt
bajfinance.bo,bajaj finance limited
bajajfinsv.bo,bajaj finserv ltd.
bajajfinsv.ns,bajaj finserv limited
bajajst.bo,bajaj steel industries ltd.
balajitele.ns,balaji telefilms limited
balajhotel.bo,balaji hotels & enterprises lt
baljhot.bo,balj hot ent
ballarpur6.bo,ballarpur6.bo
balkrisind-eq.ns,balkrishna industries limited
balramchin.ns,balrampur chini mills limited
ballarpur.bo,ballarpur industries ltd.
balkrisind-be.ns,balkrishna industries ltd
balkrisind.ns,balkrishna industries limited
indusindbk.bo,indusind bank limited
banasfn.bo,banas finance ltd.
corpbank.ns,corporation bank
canbk.bo,canara bank
indusindbk6.bo,indusindbk6.bo
indbank.ns,indbank merchant banking services limited
indusindbk-il.ns,indusind bank inr10
bancoindia.bo,banco products (india) ltd.
bapack.bo,b&a packaging india limited
bartronics.ns,bartronics india limited
bartronics-eq.ns,bartronics india l inr10
baroninf.bo,baron infotech limited
basilinf.bo,basil infrastructure projects ltd.
bataindia4.bo,bataindia4.bo
bataindia.bo,bata india ltd.
bathinat.bo,bathina technologies (india) l
bataindia.ns,bata india limited
beardsell-bt.ns,beardsell ltd inr10
beardsell.ns,beardsell limited
beardsell.bo,beardsell limited
banarbeads-eq.ns,banaras beads ltd inr10
menonbe-eq.ns,menon bearings ltd inr1
berylse.bo,beryl securities ltd
betacor.bo,beta corporation ltd.
brandhouse-bz.ns,brandhouse retails ltd
brandreal.bo,brand realty services ltd.
